corruption,severity,sample_index,true_label,gate_score,gate_threshold,ood_flag,weights_stable,status,pred_set_size,pred_set
gaussian_noise,1,44,0,-10.619832038879395,-6.272093772888184,0,0,fallback,1,[0]
gaussian_noise,1,45,9,-14.24451732635498,-6.272093772888184,0,0,fallback,1,[9]
gaussian_noise,1,46,3,-9.57595443725586,-6.272093772888184,0,0,fallback,1,[3]
gaussian_noise,1,47,9,-3.7475199699401855,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,48,7,-6.066164970397949,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,49,6,-7.39704704284668,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,50,9,-7.195828437805176,-6.272093772888184,0,0,fallback,1,[9]
gaussian_noise,1,51,8,-6.377598285675049,-6.272093772888184,0,0,fallback,2,"[6, 8]"
gaussian_noise,1,52,0,-5.117403984069824,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,53,3,-8.512552261352539,-6.272093772888184,0,0,fallback,1,[3]
gaussian_noise,1,54,8,-12.162699699401855,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,55,8,-8.10779094696045,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,56,7,-8.334253311157227,-6.272093772888184,0,0,fallback,1,[7]
gaussian_noise,1,57,7,-4.786745071411133,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,58,4,-5.66254186630249,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,59,6,-8.813713073730469,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,60,7,-9.680005073547363,-6.272093772888184,0,0,fallback,1,[7]
gaussian_noise,1,61,3,-5.355175971984863,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,62,6,-9.648458480834961,-6.272093772888184,0,0,fallback,0,[]
gaussian_noise,1,63,3,-6.51226282119751,-6.272093772888184,0,0,fallback,2,"[3, 2]"
gaussian_noise,1,64,6,-10.660392761230469,-6.272093772888184,0,0,fallback,0,[]
gaussian_noise,1,65,2,-8.426039695739746,-6.272093772888184,0,0,fallback,2,"[6, 2]"
gaussian_noise,1,66,1,-5.58300256729126,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,67,2,-7.557563781738281,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,68,3,-5.918558120727539,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,69,7,-5.271114349365234,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,70,2,-8.311962127685547,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,71,6,-12.208734512329102,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,72,8,-10.501045227050781,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,73,8,-9.10741901397705,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,74,0,-5.114345550537109,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,75,2,-9.671751976013184,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,76,9,-10.718098640441895,-6.272093772888184,0,0,fallback,1,[9]
gaussian_noise,1,77,3,-9.36921501159668,-6.272093772888184,0,0,fallback,1,[3]
gaussian_noise,1,78,3,-5.819905757904053,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,79,8,-7.875006198883057,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,80,8,-7.908998489379883,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,81,1,-6.329374313354492,-6.272093772888184,0,0,fallback,2,"[1, 9]"
gaussian_noise,1,82,1,-10.685070037841797,-6.272093772888184,0,0,fallback,1,[1]
gaussian_noise,1,83,7,-7.3457536697387695,-6.272093772888184,0,0,fallback,1,[7]
gaussian_noise,1,84,2,-8.857251167297363,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,85,5,-3.5500662326812744,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,86,2,-4.675509452819824,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,87,7,-5.678465843200684,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,88,8,-9.554231643676758,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,89,9,-7.589600563049316,-6.272093772888184,0,0,fallback,1,[9]
gaussian_noise,1,90,0,-8.461823463439941,-6.272093772888184,0,0,fallback,2,"[0, 8]"
gaussian_noise,1,91,3,-9.12061882019043,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,92,8,-10.782170295715332,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,93,6,-15.233922004699707,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,94,4,-6.922908306121826,-6.272093772888184,0,0,fallback,2,"[4, 3]"
gaussian_noise,1,95,6,-6.49506950378418,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,96,6,-10.714597702026367,-6.272093772888184,0,0,fallback,0,[]
gaussian_noise,1,97,0,-6.493401050567627,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,98,0,-10.275662422180176,-6.272093772888184,0,0,fallback,1,[0]
gaussian_noise,1,99,7,-6.3535237312316895,-6.272093772888184,0,0,fallback,1,[7]
gaussian_noise,1,100,4,-9.892769813537598,-6.272093772888184,0,0,fallback,1,[4]
gaussian_noise,1,101,5,-4.1712727546691895,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,102,6,-12.536008834838867,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,103,3,-8.779948234558105,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,104,1,-13.206670761108398,-6.272093772888184,0,0,fallback,1,[1]
gaussian_noise,1,105,1,-8.553576469421387,-6.272093772888184,0,0,fallback,1,[1]
gaussian_noise,1,106,3,-5.549800395965576,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,107,6,-13.735501289367676,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,108,8,-9.682756423950195,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,109,7,-11.078795433044434,-6.272093772888184,0,0,fallback,1,[7]
gaussian_noise,1,110,4,-7.601329803466797,-6.272093772888184,0,0,fallback,1,[4]
gaussian_noise,1,111,0,-6.692388534545898,-6.272093772888184,0,0,fallback,2,"[0, 2]"
gaussian_noise,1,112,6,-5.882793426513672,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,113,2,-10.545201301574707,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,114,1,-7.610444068908691,-6.272093772888184,0,0,fallback,1,[1]
gaussian_noise,1,115,3,-8.580317497253418,-6.272093772888184,0,0,fallback,1,[3]
gaussian_noise,1,116,0,-8.342129707336426,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,117,4,-6.49966287612915,-6.272093772888184,0,0,fallback,1,[4]
gaussian_noise,1,118,2,-6.935549259185791,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,119,7,-4.034969806671143,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,120,8,-6.633480072021484,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,121,3,-5.087855815887451,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,122,1,-7.257803440093994,-6.272093772888184,0,0,fallback,1,[1]
gaussian_noise,1,123,2,-11.188498497009277,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,124,8,-5.682021141052246,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,125,0,-4.76967191696167,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,126,8,-9.529105186462402,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,127,3,-10.20484733581543,-6.272093772888184,0,0,fallback,1,[3]
gaussian_noise,1,128,5,-6.156096935272217,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,129,2,-8.566873550415039,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,130,4,-11.627062797546387,-6.272093772888184,0,0,fallback,1,[4]
gaussian_noise,1,131,1,-12.38492202758789,-6.272093772888184,0,0,fallback,0,[]
gaussian_noise,1,132,8,-11.112676620483398,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,133,9,-13.03481674194336,-6.272093772888184,0,0,fallback,1,[9]
gaussian_noise,1,134,1,-7.609863758087158,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,135,2,-12.125138282775879,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,136,9,-8.326199531555176,-6.272093772888184,0,0,fallback,1,[9]
gaussian_noise,1,137,7,-5.923670291900635,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,138,2,-8.618711471557617,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,139,9,-6.8646979331970215,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,140,6,-9.262031555175781,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,141,5,-10.539380073547363,-6.272093772888184,0,0,fallback,1,[5]
gaussian_noise,1,142,6,-15.63308048248291,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,143,3,-4.948828220367432,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,144,8,-8.90385913848877,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,145,7,-5.746432781219482,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,146,6,-10.360419273376465,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,147,2,-7.924850940704346,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,148,5,-4.905747413635254,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,149,2,-11.368349075317383,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,150,8,-7.510889053344727,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,151,9,-5.522502899169922,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,152,6,-8.677018165588379,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,153,0,-5.0324578285217285,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,154,0,-5.68039608001709,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,155,5,-5.925583362579346,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,156,2,-7.987725257873535,-6.272093772888184,0,0,fallback,2,"[6, 2]"
gaussian_noise,1,157,9,-8.822747230529785,-6.272093772888184,0,0,fallback,1,[9]
gaussian_noise,1,158,5,-7.471216201782227,-6.272093772888184,0,0,fallback,0,[]
gaussian_noise,1,159,4,-15.890546798706055,-6.272093772888184,0,0,fallback,1,[4]
gaussian_noise,1,160,2,-7.1856913566589355,-6.272093772888184,0,0,fallback,0,[]
gaussian_noise,1,161,1,-8.388254165649414,-6.272093772888184,0,0,fallback,1,[1]
gaussian_noise,1,162,6,-6.597198963165283,-6.272093772888184,0,0,fallback,2,"[6, 3]"
gaussian_noise,1,163,6,-10.925149917602539,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,164,8,-5.722998142242432,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,165,4,-6.198565483093262,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,166,8,-4.908727169036865,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,167,4,-7.806422233581543,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,168,5,-5.856771945953369,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,169,0,-5.464836120605469,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,170,9,-7.407892227172852,-6.272093772888184,0,0,fallback,0,[]
gaussian_noise,1,171,9,-5.767629146575928,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,172,9,-4.817091941833496,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,173,8,-8.528865814208984,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,174,9,-10.809431076049805,-6.272093772888184,0,0,fallback,0,[]
gaussian_noise,1,175,9,-8.9876070022583,-6.272093772888184,0,0,fallback,1,[9]
gaussian_noise,1,176,3,-11.155112266540527,-6.272093772888184,0,0,fallback,1,[3]
gaussian_noise,1,177,7,-4.78277063369751,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,178,5,-7.897052764892578,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,179,0,-9.679522514343262,-6.272093772888184,0,0,fallback,1,[0]
gaussian_noise,1,180,0,-6.13137149810791,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,181,5,-5.535243988037109,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,182,2,-11.9972562789917,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,183,2,-5.660018444061279,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,184,3,-5.490056037902832,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,185,8,-11.710214614868164,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,186,6,-12.72469425201416,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,187,3,-6.677402496337891,-6.272093772888184,0,0,fallback,1,[3]
gaussian_noise,1,188,4,-5.656564235687256,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,189,0,-4.537418365478516,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,190,5,-8.525313377380371,-6.272093772888184,0,0,fallback,1,[5]
gaussian_noise,1,191,8,-4.730926990509033,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,192,0,-3.141496419906616,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,193,1,-8.202218055725098,-6.272093772888184,0,0,fallback,1,[1]
gaussian_noise,1,194,7,-6.075637340545654,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,195,2,-5.256265640258789,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,196,8,-8.631423950195312,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,197,8,-5.777499675750732,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,198,7,-4.01397180557251,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,199,8,-7.882172584533691,-6.272093772888184,0,0,fallback,2,"[8, 6]"
gaussian_noise,1,200,5,-6.259690761566162,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,201,1,-3.4226574897766113,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,202,8,-12.68741512298584,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,203,7,-4.6917877197265625,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,204,1,-8.91853141784668,-6.272093772888184,0,0,fallback,1,[1]
gaussian_noise,1,205,3,-7.725655555725098,-6.272093772888184,0,0,fallback,2,"[3, 6]"
gaussian_noise,1,206,0,-6.899184703826904,-6.272093772888184,0,0,fallback,1,[0]
gaussian_noise,1,207,5,-10.356884002685547,-6.272093772888184,0,0,fallback,1,[5]
gaussian_noise,1,208,7,-10.811360359191895,-6.272093772888184,0,0,fallback,1,[7]
gaussian_noise,1,209,9,-7.840073585510254,-6.272093772888184,0,0,fallback,1,[9]
gaussian_noise,1,210,7,-5.192417621612549,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,211,4,-7.437307357788086,-6.272093772888184,0,0,fallback,1,[4]
gaussian_noise,1,212,5,-10.616658210754395,-6.272093772888184,0,0,fallback,1,[5]
gaussian_noise,1,213,9,-5.7542314529418945,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,214,8,-7.071279048919678,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,215,0,-5.859098434448242,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,216,7,-9.173127174377441,-6.272093772888184,0,0,fallback,1,[7]
gaussian_noise,1,217,9,-7.271883487701416,-6.272093772888184,0,0,fallback,2,"[9, 1]"
gaussian_noise,1,218,8,-5.267462253570557,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,219,2,-11.430434226989746,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,220,7,-5.610716342926025,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,221,6,-7.723353385925293,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,222,9,-7.163572311401367,-6.272093772888184,0,0,fallback,1,[9]
gaussian_noise,1,223,4,-7.664616584777832,-6.272093772888184,0,0,fallback,1,[3]
gaussian_noise,1,224,3,-6.969332695007324,-6.272093772888184,0,0,fallback,2,"[4, 3]"
gaussian_noise,1,225,9,-7.973638534545898,-6.272093772888184,0,0,fallback,1,[9]
gaussian_noise,1,226,6,-6.583981990814209,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,227,4,-9.667952537536621,-6.272093772888184,0,0,fallback,1,[4]
gaussian_noise,1,228,7,-4.801075458526611,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,229,6,-8.594513893127441,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,230,5,-8.935214042663574,-6.272093772888184,0,0,fallback,1,[5]
gaussian_noise,1,231,1,-11.371140480041504,-6.272093772888184,0,0,fallback,1,[1]
gaussian_noise,1,232,5,-6.334135055541992,-6.272093772888184,0,0,fallback,2,"[5, 3]"
gaussian_noise,1,233,8,-6.192547798156738,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,234,8,-5.666257858276367,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,235,0,-9.291491508483887,-6.272093772888184,0,0,fallback,1,[0]
gaussian_noise,1,236,4,-11.46541690826416,-6.272093772888184,0,0,fallback,1,[4]
gaussian_noise,1,237,0,-5.207541465759277,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,238,5,-7.001267910003662,-6.272093772888184,0,0,fallback,2,"[6, 3]"
gaussian_noise,1,239,5,-9.82611083984375,-6.272093772888184,0,0,fallback,2,"[3, 5]"
gaussian_noise,1,240,1,-10.287361145019531,-6.272093772888184,0,0,fallback,1,[1]
gaussian_noise,1,241,1,-7.231388092041016,-6.272093772888184,0,0,fallback,1,[1]
gaussian_noise,1,242,8,-9.12988567352295,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,243,9,-6.355644226074219,-6.272093772888184,0,0,fallback,1,[9]
gaussian_noise,1,244,0,-8.035751342773438,-6.272093772888184,0,0,fallback,1,[0]
gaussian_noise,1,245,3,-9.29218578338623,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,246,1,-9.021825790405273,-6.272093772888184,0,0,fallback,1,[1]
gaussian_noise,1,247,9,-5.031566619873047,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,248,2,-11.149005889892578,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,249,2,-8.05608081817627,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,250,5,-7.747158527374268,-6.272093772888184,0,0,fallback,1,[5]
gaussian_noise,1,251,3,-9.350434303283691,-6.272093772888184,0,0,fallback,1,[3]
gaussian_noise,1,252,9,-12.959136009216309,-6.272093772888184,0,0,fallback,0,[]
gaussian_noise,1,253,9,-6.361076831817627,-6.272093772888184,0,0,fallback,1,[9]
gaussian_noise,1,254,4,-6.314848899841309,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,255,0,-7.1973066329956055,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,256,3,-9.913810729980469,-6.272093772888184,0,0,fallback,1,[3]
gaussian_noise,1,257,0,-6.466877460479736,-6.272093772888184,0,0,fallback,2,"[0, 2]"
gaussian_noise,1,258,0,-7.117404460906982,-6.272093772888184,0,0,fallback,1,[0]
gaussian_noise,1,259,9,-7.989460468292236,-6.272093772888184,0,0,fallback,2,"[1, 9]"
gaussian_noise,1,260,8,-7.670252799987793,-6.272093772888184,0,0,fallback,1,[8]
gaussian_noise,1,261,1,-5.147345542907715,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,262,5,-8.293062210083008,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,263,7,-6.8792219161987305,-6.272093772888184,0,0,fallback,1,[3]
gaussian_noise,1,264,0,-6.0638251304626465,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,265,8,-9.227161407470703,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,266,2,-5.326182842254639,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,267,4,-14.740161895751953,-6.272093772888184,0,0,fallback,1,[4]
gaussian_noise,1,268,7,-9.221587181091309,-6.272093772888184,0,0,fallback,1,[7]
gaussian_noise,1,269,0,-7.258881568908691,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,270,2,-6.909416198730469,-6.272093772888184,0,0,fallback,2,"[2, 6]"
gaussian_noise,1,271,3,-9.945816993713379,-6.272093772888184,0,0,fallback,1,[3]
gaussian_noise,1,272,6,-12.843902587890625,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,273,3,-6.3926496505737305,-6.272093772888184,0,0,fallback,2,"[3, 2]"
gaussian_noise,1,274,8,-5.642422676086426,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,275,5,-5.051022052764893,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,276,0,-9.235105514526367,-6.272093772888184,0,0,fallback,1,[0]
gaussian_noise,1,277,3,-5.035852432250977,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,278,4,-5.6233320236206055,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,279,3,-6.922030448913574,-6.272093772888184,0,0,fallback,1,[3]
gaussian_noise,1,280,9,-8.652770042419434,-6.272093772888184,0,0,fallback,1,[9]
gaussian_noise,1,281,0,-4.671846866607666,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,282,6,-12.451119422912598,-6.272093772888184,0,0,fallback,1,[6]
gaussian_noise,1,283,1,-9.497773170471191,-6.272093772888184,0,0,fallback,1,[1]
gaussian_noise,1,284,0,-7.085525989532471,-6.272093772888184,0,0,fallback,1,[0]
gaussian_noise,1,285,9,-11.137632369995117,-6.272093772888184,0,0,fallback,1,[9]
gaussian_noise,1,286,1,-6.130797386169434,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,287,0,-7.038144111633301,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,288,7,-7.380858898162842,-6.272093772888184,0,0,fallback,1,[7]
gaussian_noise,1,289,9,-5.765377998352051,-6.272093772888184,1,0,abstain/OOD,0,[]
gaussian_noise,1,290,1,-6.6754302978515625,-6.272093772888184,0,0,fallback,1,[1]
gaussian_noise,1,291,2,-10.518277168273926,-6.272093772888184,0,0,fallback,1,[2]
gaussian_noise,1,292,6,-13.96619987487793,-6.272093772888184,0,0,fallback,1,[6]
